NORTH_AMERICA    America/Goose_Bay
NORTH_AMERICA    America/Halifax
NORTH_AMERICA    America/Inuvik
NORTH_AMERICA    America/Iqaluit
NORTH_AMERICA    America/Moncton
NORTH_AMERICA    America/Nipigon
NORTH_AMERICA    America/Pangnirtung
NORTH_AMERICA    America/Rainy_River
NORTH_AMERICA    America/Rankin_Inlet
NORTH_AMERICA    America/Regina
NORTH_AMERICA    America/Resolute
NORTH_AMERICA    America/St_Johns
NORTH_AMERICA    America/Swift_Current
NORTH_AMERICA    America/Thunder_Bay
NORTH_AMERICA    America/Toronto
NORTH_AMERICA    America/Vancouver
NORTH_AMERICA    America/Whitehorse
NORTH_AMERICA    America/Winnipeg
NORTH_AMERICA    America/Yellowknife
NORTH_AMERICA    America/Adak
NORTH_AMERICA    America/Anchorage
NORTH_AMERICA    America/Boise
NORTH_AMERICA    America/Chicago
NORTH_AMERICA    America/Denver
NORTH_AMERICA    America/Detroit
NORTH_AMERICA    America/Indiana/Indianapolis
NORTH_AMERICA    America/Indiana/Knox
NORTH_AMERICA    America/Indiana/Marengo
NORTH_AMERICA    America/Indiana/Petersburg
NORTH_AMERICA    America/Indiana/Tell_City
NORTH_AMERICA    America/Indiana/Vevay
NORTH_AMERICA    America/Indiana/Vincennes
NORTH_AMERICA    America/Indiana/Winamac
NORTH_AMERICA    America/Juneau
NORTH_AMERICA    America/Kentucky/Louisville
NORTH_AMERICA    America/Kentucky/Monticello
NORTH_AMERICA    America/Los_Angeles
NORTH_AMERICA    America/Menominee
NORTH_AMERICA    America/Metlakatla
NORTH_AMERICA    America/New_York
NORTH_AMERICA    America/Nome
NORTH_AMERICA    America/North_Dakota/Beulah
NORTH_AMERICA    America/North_Dakota/Center
NORTH_AMERICA    America/North_Dakota/New_Salem
NORTH_AMERICA    America/Phoenix
NORTH_AMERICA    America/Sitka
NORTH_AMERICA    America/Yakutat
NORTH_AMERICA    America/Danmarkshavn
NORTH_AMERICA    America/Nuuk
NORTH_AMERICA    America/Scoresbysund
NORTH_AMERICA    America/Thule
NORTH_AMERICA    America/Miquelon
PACIFIC_OCEAN    Pacific/Honolulu
PACIFIC_OCEAN    Pacific/Apia
PACIFIC_OCEAN    Pacific/Auckland
PACIFIC_OCEAN    Pacific/Bougainville
PACIFIC_OCEAN    Pacific/Chatham
PACIFIC_OCEAN    Pacific/Chuuk
PACIFIC_OCEAN    Pacific/Easter
PACIFIC_OCEAN    Pacific/Efate
PACIFIC_OCEAN    Pacific/Enderbury
PACIFIC_OCEAN    Pacific/Fakaofo
PACIFIC_OCEAN    Pacific/Fiji
PACIFIC_OCEAN    Pacific/Funafuti
PACIFIC_OCEAN    Pacific/Galapagos
PACIFIC_OCEAN    Pacific/Gambier
PACIFIC_OCEAN    Pacific/Guadalcanal
PACIFIC_OCEAN    Pacific/Guam
PACIFIC_OCEAN    Pacific/Kiritimati
PACIFIC_OCEAN    Pacific/Kosrae
PACIFIC_OCEAN    Pacific/Kwajalein
PACIFIC_OCEAN    Pacific/Majuro
PACIFIC_OCEAN    Pacific/Marquesas
PACIFIC_OCEAN    Pacific/Midway
PACIFIC_OCEAN    Pacific/Nauru
PACIFIC_OCEAN    Pacific/Niue
PACIFIC_OCEAN    Pacific/Norfolk
PACIFIC_OCEAN    Pacific/Noumea
PACIFIC_OCEAN    Pacific/Pago_Pago
PACIFIC_OCEAN    Pacific/Palau
PACIFIC_OCEAN    Pacific/Pitcairn
PACIFIC_OCEAN    Pacific/Pohnpei
PACIFIC_OCEAN    Pacific/Port_Moresby
PACIFIC_OCEAN    Pacific/Rarotonga
PACIFIC_OCEAN    Pacific/Saipan
PACIFIC_OCEAN    Pacific/Tahiti
PACIFIC_OCEAN    Pacific/Tarawa
PACIFIC_OCEAN    Pacific/Tongatapu
PACIFIC_OCEAN    Pacific/Wake
PACIFIC_OCEAN    Pacific/Wallis
ATLANTIC_OCEAN    Atlantic/Azores
ATLANTIC_OCEAN    Atlantic/Bermuda
ATLANTIC_OCEAN    Atlantic/Canary
ATLANTIC_OCEAN    Atlantic/Cape_Verde
ATLANTIC_OCEAN    Atlantic/Faroe
ATLANTIC_OCEAN    Atlantic/Madeira
ATLANTIC_OCEAN    Atlantic/Reykjavik
ATLANTIC_OCEAN    Atlantic/South_Georgia
ATLANTIC_OCEAN    Atlantic/St_Helena
ATLANTIC_OCEAN    Atlantic/Stanley
CENTRAL_AMERICA    America/Belize
CENTRAL_AMERICA    America/Costa_Rica
CENTRAL_AMERICA    America/El_Salvador
CENTRAL_AMERICA    America/Guatemala
CENTRAL_AMERICA    America/Bahia_Banderas
CENTRAL_AMERICA    America/Cancun
CENTRAL_AMERICA    America/Chihuahua
CENTRAL_AMERICA    America/Hermosillo
CENTRAL_AMERICA    America/Matamoros
CENTRAL_AMERICA    America/Mazatlan
CENTRAL_AMERICA    America/Merida
CENTRAL_AMERICA    America/Mexico_City
CENTRAL_AMERICA    America/Monterrey
CENTRAL_AMERICA    America/Ojinaga
CENTRAL_AMERICA    America/Tijuana
CENTRAL_AMERICA    America/Panama
CENTRAL_AMERICA    America/Managua
CENTRAL_AMERICA    America/Tegucigalpa
CARIBBEAN    America/Anguilla
CARIBBEAN    America/Antigua
CARIBBEAN    America/Aruba
CARIBBEAN    America/Barbados
CARIBBEAN    America/Cayman
CARIBBEAN    America/Curacao
CARIBBEAN    America/Dominica
CARIBBEAN    America/Grenada
CARIBBEAN    America/Guadeloupe
CARIBBEAN    America/Jamaica
CARIBBEAN    America/Martinique
CARIBBEAN    America/Montserrat
CARIBBEAN    America/Nassau
CARIBBEAN    America/Puerto_Rico
CARIBBEAN    America/St_Barthelemy
CARIBBEAN    America/St_Kitts
CARIBBEAN    America/St_Lucia
CARIBBEAN    America/St_Vincent
CARIBBEAN    America/St_Thomas
CARIBBEAN    America/Port_of_Spain
CARIBBEAN    America/Virgin
CARIBBEAN    America/Grand_Turk
CARIBBEAN    America/Port-au-Prince
CARIBBEAN    America/Lower_Princes
CARIBBEAN    America/Santo_Domingo
CARIBBEAN    America/Tortola
CARIBBEAN    America/Havana
CARIBBEAN    America/Kralendijk
CARIBBEAN    America/Marigot
SOUTH_AMERICA    America/Araguaina
SOUTH_AMERICA    America/Bahia
SOUTH_AMERICA    America/Belem
SOUTH_AMERICA    America/Boa_Vista
SOUTH_AMERICA    America/Campo_Grande
SOUTH_AMERICA    America/Cuiaba
SOUTH_AMERICA    America/Eirunepe
SOUTH_AMERICA    America/Fortaleza
SOUTH_AMERICA    America/Manaus
SOUTH_AMERICA    America/Maceio
SOUTH_AMERICA    America/Noronha
SOUTH_AMERICA    America/Porto_Velho
SOUTH_AMERICA    America/Recife
SOUTH_AMERICA    America/Rio_Branco
SOUTH_AMERICA    America/Santarem
SOUTH_AMERICA    America/Sao_Paulo
SOUTH_AMERICA    America/Argentina/Buenos_Aires
SOUTH_AMERICA    America/Argentina/Catamarca
SOUTH_AMERICA    America/Argentina/Cordoba
SOUTH_AMERICA    America/Argentina/Jujuy
SOUTH_AMERICA    America/Argentina/La_Rioja
SOUTH_AMERICA    America/Argentina/Mendoza
SOUTH_AMERICA    America/Argentina/Rio_Gallegos
SOUTH_AMERICA    America/Argentina/Salta
SOUTH_AMERICA    America/Argentina/San_Juan
SOUTH_AMERICA    America/Argentina/San_Luis
SOUTH_AMERICA    America/Argentina/Tucuman
SOUTH_AMERICA    America/Argentina/Ushuaia
SOUTH_AMERICA    America/Lima
SOUTH_AMERICA    America/Asuncion
SOUTH_AMERICA    America/Bogota
SOUTH_AMERICA    America/Caracas
SOUTH_AMERICA    America/Cayenne
SOUTH_AMERICA    America/Montevideo
SOUTH_AMERICA    America/Guayaquil
SOUTH_AMERICA    America/Guyana
SOUTH_AMERICA    America/La_Paz
SOUTH_AMERICA    America/Paramaribo
SOUTH_AMERICA    America/Punta_Arenas
SOUTH_AMERICA    America/Santiago
INDIAN_OCEAN    Indian/Antananarivo
INDIAN_OCEAN    Indian/Chagos
INDIAN_OCEAN    Indian/Christmas
INDIAN_OCEAN    Indian/Cocos
INDIAN_OCEAN    Indian/Comoro
INDIAN_OCEAN    Indian/Kerguelen
INDIAN_OCEAN    Indian/Mahe
INDIAN_OCEAN    Indian/Maldives
INDIAN_OCEAN    Indian/Mauritius
INDIAN_OCEAN    Indian/Mayotte
INDIAN_OCEAN    Indian/Reunion
EUROPE    Europe/Amsterdam
EUROPE    Europe/Andorra
EUROPE    Europe/Astrakhan
EUROPE    Europe/Athens
EUROPE    Europe/Belgrade
EUROPE    Europe/Berlin
EUROPE    Europe/Bratislava
EUROPE    Europe/Brussels
EUROPE    Europe/Bucharest
EUROPE    Europe/Budapest
EUROPE    Europe/Busingen
EUROPE    Europe/Chisinau
EUROPE    Europe/Copenhagen
EUROPE    Europe/Dublin
EUROPE    Europe/Gibraltar
EUROPE    Europe/Guernsey
EUROPE    Europe/Helsinki
EUROPE    Europe/Isle_of_Man
EUROPE    Europe/Istanbul
EUROPE    Europe/Jersey
EUROPE    Europe/Kaliningrad
EUROPE    Europe/Kiev
EUROPE    Europe/Kirov
EUROPE    Europe/Lisbon
EUROPE    Europe/Ljubljana
EUROPE    Europe/London
EUROPE    Europe/Luxembourg
EUROPE    Europe/Madrid
EUROPE    Europe/Malta
EUROPE    Europe/Mariehamn
EUROPE    Europe/Minsk
EUROPE    Europe/Monaco
EUROPE    Europe/Moscow
EUROPE    Europe/Nicosia
EUROPE    Europe/Oslo
EUROPE    Europe/Paris
EUROPE    Europe/Podgorica
EUROPE    Europe/Prague
EUROPE    Europe/Riga
EUROPE    Europe/Rome
EUROPE    Europe/Samara
EUROPE    Europe/San_Marino
EUROPE    Europe/Sarajevo
EUROPE    Europe/Saratov
EUROPE    Europe/Simferopol
EUROPE    Europe/Skopje
EUROPE    Europe/Sofia
EUROPE    Europe/Stockholm
EUROPE    Europe/Tallinn
EUROPE    Europe/Tirane
EUROPE    Europe/Ulyanovsk
EUROPE    Europe/Uzhgorod
EUROPE    Europe/Vaduz
EUROPE    Europe/Vatican
EUROPE    Europe/Vienna
EUROPE    Europe/Vilnius
EUROPE    Europe/Volgograd
EUROPE    Europe/Warsaw
EUROPE    Europe/Zagreb
EUROPE    Europe/Zaporozhye
EUROPE    Europe/Zurich
AUSTRALIA    Australia/Adelaide
AUSTRALIA    Australia/Brisbane
AUSTRALIA    Australia/Broken_Hill
AUSTRALIA    Australia/Darwin
AUSTRALIA    Australia/Eucla
AUSTRALIA    Australia/Hobart
AUSTRALIA    Australia/Lindeman
AUSTRALIA    Australia/Lord_Howe
AUSTRALIA    Australia/Melbourne
AUSTRALIA    Australia/Perth
AUSTRALIA    Australia/Sydney
ARCTIC_OCEAN    Arctic/Longyearbyen
MIDDLE_EAST    Asia/Bahrain
MIDDLE_EAST    Asia/Baghdad
MIDDLE_EAST    Asia/Tehran
MIDDLE_EAST    Asia/Jerusalem
MIDDLE_EAST    Asia/Amman
MIDDLE_EAST    Asia/Kuwait
MIDDLE_EAST    Asia/Beirut
MIDDLE_EAST    Asia/Muscat
MIDDLE_EAST    Asia/Gaza
MIDDLE_EAST    Asia/Hebron
MIDDLE_EAST    Asia/Qatar
MIDDLE_EAST    Asia/Riyadh
MIDDLE_EAST    Asia/Damascus
MIDDLE_EAST    Asia/Dubai
MIDDLE_EAST    Asia/Aden
ASIA    Asia/Almaty
ASIA    Asia/Anadyr
ASIA    Asia/Aqtau
ASIA    Asia/Aqtobe
ASIA    Asia/Ashgabat
ASIA    Asia/Atyrau
ASIA    Asia/Baku
ASIA    Asia/Bangkok
ASIA    Asia/Barnaul
ASIA    Asia/Bishkek
ASIA    Asia/Brunei
ASIA    Asia/Chita
ASIA    Asia/Choibalsan
ASIA    Asia/Colombo
ASIA    Asia/Dhaka
ASIA    Asia/Dili
ASIA    Asia/Dushanbe
ASIA    Asia/Famagusta
ASIA    Asia/Ho_Chi_Minh
ASIA    Asia/Hong_Kong
ASIA    Asia/Hovd
ASIA    Asia/Irkutsk
ASIA    Asia/Istanbul
ASIA    Asia/Jakarta
ASIA    Asia/Jayapura
ASIA    Asia/Kabul
ASIA    Asia/Kamchatka
ASIA    Asia/Karachi
ASIA    Asia/Kathmandu
ASIA    Asia/Khandyga
ASIA    Asia/Kolkata
ASIA    Asia/Krasnoyarsk
ASIA    Asia/Kuala_Lumpur
ASIA    Asia/Kuching
ASIA    Asia/Macau
ASIA    Asia/Magadan
ASIA    Asia/Makassar
ASIA    Asia/Manila
ASIA    Asia/Nicosia
ASIA    Asia/Novokuznetsk
ASIA    Asia/Novosibirsk
ASIA    Asia/Omsk
ASIA    Asia/Oral
ASIA    Asia/Phnom_Penh
ASIA    Asia/Pontianak
ASIA    Asia/Pyongyang
ASIA    Asia/Qostanay
ASIA    Asia/Qyzylorda
ASIA    Asia/Sakhalin
ASIA    Asia/Samarkand
ASIA    Asia/Seoul
ASIA    Asia/Shanghai
ASIA    Asia/Singapore
ASIA    Asia/Srednekolymsk
ASIA    Asia/Taipei
ASIA    Asia/Tashkent
ASIA    Asia/Tbilisi
ASIA    Asia/Thimphu
ASIA    Asia/Tokyo
ASIA    Asia/Tomsk
ASIA    Asia/Ulaanbaatar
ASIA    Asia/Urumqi
ASIA    Asia/Ust-Nera
ASIA    Asia/Vientiane
ASIA    Asia/Vladivostok
ASIA    Asia/Yakutsk
ASIA    Asia/Yangon
ASIA    Asia/Yekaterinburg
ASIA    Asia/Yerevan
ETCETERA    Etc/GMT-14
ETCETERA    Etc/GMT-13
ETCETERA    Etc/GMT-12
ETCETERA    Etc/GMT-11
ETCETERA    Etc/GMT-10
ETCETERA    Etc/GMT-9
ETCETERA    Etc/GMT-8
ETCETERA    Etc/GMT-7
ETCETERA    Etc/GMT-6
ETCETERA    Etc/GMT-5
ETCETERA    Etc/GMT-4
ETCETERA    Etc/GMT-3
ETCETERA    Etc/GMT-2
ETCETERA    Etc/GMT-1
ETCETERA    Etc/GMT-0
ETCETERA    Etc/GMT
ETCETERA    Etc/Greenwich
ETCETERA    Etc/GMT0
ETCETERA    Etc/GMT+0
ETCETERA    Etc/GMT+1
ETCETERA    Etc/GMT+2
ETCETERA    Etc/GMT+3
ETCETERA    Etc/GMT+4
ETCETERA    Etc/GMT+5
ETCETERA    Etc/GMT+6
ETCETERA    Etc/GMT+7
ETCETERA    Etc/GMT+8
ETCETERA    Etc/GMT+9
ETCETERA    Etc/GMT+10
ETCETERA    Etc/GMT+11
ETCETERA    Etc/GMT+12
